name,slug,category,pillar,description,url,aliases,parent_slug
TOTVS TEF,totvs-tef,TOTVS TEF,Gestão,"O TOTVS TEF é uma solução que integra os meios de pagamento à gestão do ponto de venda, permite trabalhar com múltiplos adquirentes e bandeiras, e dá mais flexibilidade à sua operação.",https://produtos.totvs.com/produto/totvs-tef/,TOTVS TEF|TEF,
TOTVS Tracking,totvs-tracking,TOTVS Tracking,Gestão,,https://produtos.totvs.com/produto/totvs-tracking/,TOTVS Tracking|Tracking,
TOTVS Varejo Franquias e Redes,franquias-e-redes,TOTVS Varejo Franquias e Redes,Gestão,"O TOTVS Varejo Franquias e Redes é um sistema versátil e robusto para automação de lojas, que permite gerenciar todo o backoffice de redes de varejo e de franquias, incluindo toda a gestão financeira dos pontos de venda.",https://produtos.totvs.com/produto/franquias-e-redes/,TOTVS Varejo Franquias e Redes|Varejo Franquias e Redes|franquias e redes,
TOTVS WMS - Linha Datasul,totvs-wms-linha-datasul,TOTVS WMS - Linha Datasul,Gestão,"O TOTVS WMS - Linha Datasul é uma solução especialista desenvolvida para atender todas as suas demandas de gestão de armazenagem. Voltado para indústrias, distribuidores e varejistas, o sistema proporciona mais produtividade e eficiência na operação.",https://produtos.totvs.com/produto/totvs-wms-linha-datasul/,TOTVS WMS - Linha Datasul|WMS - Linha Datasul|WMS|totvs wms linha datasul,
TOTVS WMS - Linha Logix,totvs-wms-linha-logix,TOTVS WMS - Linha Logix,Gestão,"O TOTVS WMS - Linha Logix é uma solução especialista desenvolvida pela TOTVS para a gestão de armazenagem. Seu foco está voltado para as necessidades de operadores logísticos que atuam de forma integrada, distribuindo ou vendendo produtos de clientes industriais.",https://produtos.totvs.com/produto/totvs-wms-linha-logix/,TOTVS WMS - Linha Logix|WMS - Linha Logix|WMS|totvs wms linha logix,
TOTVS WMS - Linha Protheus,totvs-wms-linha-protheus,TOTVS WMS - Linha Protheus,Gestão,"O TOTVS WMS - Linha Protheus é uma solução especialista para gestão de armazenagem, com foco em indústrias, distribuidores e varejistas de diversos segmentos que precisam gerenciar operações em armazéns e centros de distribuição.",https://produtos.totvs.com/produto/totvs-wms-linha-protheus/,TOTVS WMS - Linha Protheus|WMS - Linha Protheus|WMS|totvs wms linha protheus,
TOTVS WMS SaaS,wms-totvs,TOTVS WMS SaaS,Gestão,"O TOTVS WMS SaaS é um sistema de gestão de armazenagem altamente flexível, que proporciona alta eficiência operacional, redução de perdas e melhor controle de estoque.",https://produtos.totvs.com/produto/wms-totvs/,TOTVS WMS SaaS|WMS SaaS|wms totvs,
TOTVS YMS,totvs-yms,TOTVS YMS,Gestão,"O TOTVS YMS é um sistema de gestão de pátios e portarias que permite um controle completo de movimentação inbound e outbound, com registro do horário de chegada e saída dos caminhões para uma melhor organização de acordo com as características do seu negócio.",https://produtos.totvs.com/produto/totvs-yms/,TOTVS YMS|YMS,
TOTVS iPaaS,totvs-ipaas,TOTVS iPaaS,Gestão,"O TOTVS iPaaS é um sistema desenhado para orquestrar as integrações do seu sistema de backoffice TOTVS, para interpretar os protocolos de mensagem disponíveis no mercado, e permitir que seu ERP TOTVS conecte com qualquer outro produto.",https://produtos.totvs.com/produto/totvs-ipaas/,TOTVS iPaaS|iPaaS,
Tail Vitrine Customizada,tail-vitrine-customizada,Tail Vitrine Customizada,Gestão,"Tenha uma vitrine personalizada de acordo com as preferências e gostos dos visitantes de seu site. Na prática, a Tail Vitrine Customizada contextualiza os conteúdos e ofertas.",https://produtos.totvs.com/produto/tail-vitrine-customizada/,Tail Vitrine Customizada,
Task Analyzer by upFlow.me,task-analyzer-by-upflow-me,Task Analyzer by upFlow.me,Gestão,"Tenha uma central de tarefas completa, com interface simples e intuitiva, que permite gerenciar de ponta a ponta as tarefas e processos da sua empresa.",https://produtos.totvs.com/produto/task-analyzer-by-upflow-me/,Task Analyzer by upFlow.me|task analyzer by upflow me,
Treinamentos,treinamentos,Treinamentos,Gestão,,https://produtos.totvs.com/produto/treinamentos/,Treinamentos,
Analytics by Falcon,analytics-by-falcon,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo-protheus/analytics-by-falcon/,Analytics by Falcon,varejo-protheus
Comércio B2B by teceo,comercio-b2b-by-teceo,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo/comercio-b2b-by-teceo/,Comércio B2B by teceo|comercio b2b by teceo,varejo
Conciliação Financeira by Boavista,conciliacao-financeira-by-boavista,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo-protheus/conciliacao-financeira-by-boavista/,Conciliação Financeira by Boavista|conciliacao financeira by boavista,varejo-protheus
Data Insights by H2J,data-insights-by-h2j,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo-protheus/data-insights-by-h2j/,Data Insights by H2J,varejo-protheus
Inteligência em JBP by Midfy,inteligencia-em-jbp-by-midfy,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo-protheus/inteligencia-em-jbp-by-midfy/,Inteligência em JBP by Midfy|inteligencia em jbp by midfy,varejo-protheus
Minhas Operações Moda,app-minhas-operacoes-moda,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo/app-minhas-operacoes-moda/,Minhas Operações Moda|app minhas operacoes moda,varejo
Minorista by Retail Pro,minorista-by-retail-pro,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo-protheus/minorista-by-retail-pro/,Minorista by Retail Pro,varejo-protheus
TOTVS Food Service - Linha Chef,food-service-linha-chef,Varejo,Gestão,"O TOTVS Food Service - Linha Chef proporciona tudo para atender as necessidades de gestão de restaurantes, fast-foods, bares e casas noturnas. Com ele, é possível acelerar o atendimento sem perder qualidade, realizar transações com mais segurança e cumprir suas obrigações fiscais, garantindo uma melhor administração do seu negócio.",https://produtos.totvs.com/produto/varejo/food-service-linha-chef/,TOTVS Food Service - Linha Chef|Food Service - Linha Chef|Food Service|Linha Chef|food service linha chef,varejo
TOTVS MODA,totvs-moda-varejo,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo/totvs-moda-varejo/,TOTVS MODA|MODA|totvs moda varejo,varejo
TOTVS ROTEIRIZAÇÃO E ENTREGAS,totvs-roterizacao-e-entregas-varejo,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo/totvs-roterizacao-e-entregas-varejo/,TOTVS ROTEIRIZAÇÃO E ENTREGAS|ROTEIRIZAÇÃO E ENTREGAS|totvs roterizacao e entregas varejo,varejo
TOTVS Varejo DMS,totvs-varejo-dms,Varejo,Gestão,"O TOTVS Varejo DMS é um sistema de gestão completo, desenhado para atender empresas desse setor, em qualquer segmento de atuação. Integrado aos sistemas TOTVS Backoffice – Linha Protheus e TOTVS Varejo Lojas - Linha Protheus, a solução conta com módulos especializados que permitem atender oficinas mecânicas, varejo de peças e concessionárias de veículos.",https://produtos.totvs.com/produto/varejo/totvs-varejo-dms/,TOTVS Varejo DMS|Varejo DMS,varejo
TOTVS Varejo Home Center - Linha Gemco,totvs-varejo-home-center-linha-gemco,Varejo,Gestão,"O TOTVS Varejo Home Center - Linha Gemco é a solução completa para o ramo de materiais de construção e eletromagazines. Ela atende todas as necessidades da sua empresa, proporcionando mais rentabilidade, segurança e agilidade para suas lojas.",https://produtos.totvs.com/produto/varejo/totvs-varejo-home-center-linha-gemco/,TOTVS Varejo Home Center - Linha Gemco|Varejo Home Center - Linha Gemco|Varejo Home Center|Linha Gemco|totvs varejo home center linha gemco,varejo
TOTVS Varejo Index,totvs-varejo-index,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo-protheus/totvs-varejo-index/,TOTVS Varejo Index|Varejo Index,varejo-protheus
TOTVS Varejo Lojas - Linha Protheus,totvs-varejo-lojas-linha-protheus,Varejo,Gestão,"O TOTVS Varejo Lojas – Linha Protheus é um sistema de gestão especialista para o Varejo, com módulos e ferramentas que gerenciam todas as rotinas administrativas e de retaguarda das lojas, automatizando processos e gerando sinergia entre as diferentes áreas da sua operação varejista.",https://produtos.totvs.com/produto/varejo/totvs-varejo-lojas-linha-protheus/,TOTVS Varejo Lojas - Linha Protheus|Varejo Lojas - Linha Protheus|Varejo Lojas|totvs varejo lojas linha protheus,varejo
TOTVS Varejo Motor de Promoções,motor-de-promocoes,Varejo,Gestão,"O TOTVS Motor de Promoções é um sistema de apoio a vendas, com foco em benefícios personalizados aos clientes e campanhas de marketing pelos mais diversos canais. O sistema pode ser contratado por assinatura e é integrado de forma nativa com as soluções TOTVS Varejo Franquias e Redes e TOTVS Varejo Home Center – Linha Gemco.",https://produtos.totvs.com/produto/varejo/motor-de-promocoes/,TOTVS Varejo Motor de Promoções|Varejo Motor de Promoções|motor de promocoes,varejo
TOTVS Varejo PDV Omni,totvs-varejo-pdv-omni,Varejo,Gestão,O TOTVS Varejo PDV Omni é um sistema de gestão de ponto para uma operação em todas as modalidades do omnichannel.,https://produtos.totvs.com/produto/varejo/totvs-varejo-pdv-omni/,TOTVS Varejo PDV Omni|Varejo PDV Omni,varejo
TOTVS Varejo Postos de Combustíveis,postos-de-combustiveis,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo-protheus/postos-de-combustiveis/,TOTVS Varejo Postos de Combustíveis|Varejo Postos de Combustíveis|postos de combustiveis,varejo-protheus
TOTVS Varejo Supermercados - Linha Consinco,totvs-varejo-supermercados,Varejo,Gestão,"O TOTVS Varejo Supermercados - Linha Consinco é um sistema desenvolvido especialmente para atender todas as demandas operacionais e administrativas do supermercadista. Ele cobre de ponta a ponta as necessidades do setor e é altamente flexível, pois se adapta às condições específicas de cada empresa.",https://produtos.totvs.com/produto/varejo/totvs-varejo-supermercados/,TOTVS Varejo Supermercados - Linha Consinco|Varejo Supermercados - Linha Consinco|Varejo Supermercados|Linha Consinco|totvs varejo supermercados,varejo
TOTVS Varejo Supermercados - Linha RMS,supermercados-linha-rms,Varejo,Gestão,"O TOTVS Varejo Supermercados - Linha RMS é uma solução para gestão e controle de estoques de supermercados e atacarejos. O sistema permite gestão mais estratégica pois é focado no controle operacional e gestão de processos-chaves como compra, abastecimento, precificação e gestão de estoques.",https://produtos.totvs.com/produto/varejo/supermercados-linha-rms/,TOTVS Varejo Supermercados - Linha RMS|Varejo Supermercados - Linha RMS|Varejo Supermercados|Linha RMS|supermercados linha rms,varejo
TOTVS Varejo Supermercados Conector Ifood,totvs-varejo-supermercados-conector-ifood,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo/totvs-varejo-supermercados-conector-ifood/,TOTVS Varejo Supermercados Conector Ifood|Varejo Supermercados Conector Ifood,varejo
TOTVS Varejo Supermercados Monitor de Banco de Dados,supermercados-monitor-de-banco-de-dados,Varejo,Gestão,"O TOTVS Varejo Supermercados Monitor de Banco de Dados é uma ferramenta de monitoramento de banco de dados focado em troubleshooting , que permite reduzir o tempo de análise na identificação de gargalos de performance e falhas de funcionamento no banco de dados da sua empresa.",https://produtos.totvs.com/produto/varejo/supermercados-monitor-de-banco-de-dados/,TOTVS Varejo Supermercados Monitor de Banco de Dados|Varejo Supermercados Monitor de Banco de Dados|supermercados monitor de banco de dados,varejo
TOTVS Varejo Supermercados PDV,totvs-varejo-supermercados-pdv,Varejo,Gestão,"O TOTVS Varejo Supermercados PDV é um sistema completo, robusto e flexível, desenvolvido exclusivamente para atender todas as rotinas do ponto de venda do supermercadista, com soluções digitais para aqueles que desejam oferecer o autosserviço.",https://produtos.totvs.com/produto/varejo/totvs-varejo-supermercados-pdv/,TOTVS Varejo Supermercados PDV|Varejo Supermercados PDV,varejo
TOTVS Varejo Supermercados Pricing Insights,totvs-varejo-supermercados-pricing-insights,Varejo,Gestão,"Centralize os processos de precificação de todas as lojas da sua rede e realize previsões de vendas, com base em simulações a partir da saída média de cada produto.",https://produtos.totvs.com/produto/varejo/totvs-varejo-supermercados-pricing-insights/,TOTVS Varejo Supermercados Pricing Insights|Varejo Supermercados Pricing Insights,varejo
TOTVS Varejo Supermercados WMS,totvs-varejo-supermercados-wms,Varejo,Gestão,"O TOTVS Varejo Supermercados WMS é um sistema de gestão de armazenagem especialmente desenvolvido para atender às demandas do autosserviço alimentar, que permite ter uma operação mais eficiente, controlando de forma automatizada todo o fluxo de mercadorias.",https://produtos.totvs.com/produto/varejo/totvs-varejo-supermercados-wms/,TOTVS Varejo Supermercados WMS|Varejo Supermercados WMS,varejo
TOTVS WMS – LINHA DATASUL,totvs-wms-linha-datasul-varejo,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo/totvs-wms-linha-datasul-varejo/,TOTVS WMS – LINHA DATASUL|WMS – LINHA DATASUL|totvs wms linha datasul varejo,varejo
TOTVS WMS – LINHA PROTHEUS,totvs-wms-linha-protheus-varejo,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo/totvs-wms-linha-protheus-varejo/,TOTVS WMS – LINHA PROTHEUS|WMS – LINHA PROTHEUS|totvs wms linha protheus varejo,varejo
Varejo,varejo-protheus,Varejo,Gestão,"O Protheus Varejo é uma solução especialista da TOTVS, com ferramentas para gestão de frente de loja e retaguarda operacional, capaz de integrar operações físicas e de comércio on-line em uma estratégia omnichannel. Trata-se de uma solução completa, integrada ao ERP Protheus, que atende aos principais segmentos do varejo.",https://produtos.totvs.com/produto/varejo-protheus/,Varejo|varejo protheus,
Varejo,varejo,Varejo,Gestão,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/varejo/,Varejo,
VarejOnline by TOTVS,varejonline-by-totvs,Varejo,Gestão,,https://produtos.totvs.com/produto/varejo-protheus/varejonline-by-totvs/,VarejOnline by TOTVS,varejo-protheus
Venda Digital by Ninegrid,venda-digital-by-ninegrid,Venda Digital by Ninegrid,Gestão,"O Venda Digital by Ninegrid é uma aplicação web que transforma uma loja física em uma loja digital de autosserviço, ou seja, em uma extensão da sua loja física no meio digital",https://produtos.totvs.com/produto/venda-digital-by-ninegrid/,Venda Digital by Ninegrid,
Venda Móvel by US4,venda-movel-by-us4,Venda Móvel by US4,Gestão,"O Venda Móvel by US4 liberta sua equipe de vendas do computador. O sistema dá aos vendedores todas as informações necessárias para fazer orçamentos, consultas de produtos, consultas de clientes, consulta de disponibilidade de estoque e gerar pedidos de vendas em qualquer lugar da loja.",https://produtos.totvs.com/produto/venda-movel-by-us4/,Venda Móvel by US4|venda movel by us4,
Visibilidade by Neogrid,visibilidade-by-neogrid,Visibilidade by Neogrid,Gestão,Com o Visibilidade by Neogrid é possível acompanhar e controlar vendas e estoque dos seus produtos nas gôndolas do Varejo ou nas redes de Distribuição.,https://produtos.totvs.com/produto/visibilidade-by-neogrid/,Visibilidade by Neogrid,
menu,menu,menu,Gestão,,https://produtos.totvs.com/produto/menu/,menu,
+ Vendas,vendas,Serviços Financeiros,Techfin,"O TOTVS Mais Negócios é uma linha adicional de crédito voltada para o segmento B2B, que a sua empresa pode oferecer aos clientes para aumentar a geração de novos negócios. O produto tem taxas e prazos variáveis para atender sua base de clientes de forma dirigida e estimular as vendas.",https://produtos.totvs.com/produto/servicos-financeiros/vendas/,+ Vendas|vendas,servicos-financeiros
+Giro Techfin,giro-techfin,Serviços Financeiros,Techfin,,https://produtos.totvs.com/produto/servicos-financeiros/giro-techfin/,+Giro Techfin|giro techfin,servicos-financeiros
+Mais Prazo,mais-prazo,Serviços Financeiros,Techfin,"O TOTVS Mais Prazo é uma plataforma de ampliação do prazo de pagamentos dos seus fornecedores que permite a você selecionar novas datas de vencimento no valor total ou parcelado, com taxas de juro competitivas e sem burocracia.",https://produtos.totvs.com/produto/servicos-financeiros/mais-prazo/,+Mais Prazo|mais prazo,servicos-financeiros
Consignado Marketplace,consignado-marketplace,Serviços Financeiros,Techfin,,https://produtos.totvs.com/produto/servicos-financeiros/consignado-marketplace/,Consignado Marketplace,servicos-financeiros
Duplicata Escritural,duplicata-escritural,Serviços Financeiros,Techfin,,https://produtos.totvs.com/produto/servicos-financeiros/duplicata-escritural/,Duplicata Escritural,servicos-financeiros
Recebe + Conciliado,recebe-conciliado,Serviços Financeiros,Techfin,"O TOTVS Pagamento Instantâneo é a porta de entrada da sua empresa para o novo meio de pagamento digital do Banco Central: o PIX. Com ele, você tem acesso fácil e descomplicado ao PIX, e oferece uma experiência mais rápida, segura e simples para os seus clientes.",https://produtos.totvs.com/produto/servicos-financeiros/recebe-conciliado/,Recebe + Conciliado|recebe conciliado,servicos-financeiros
Recebe + Multibanco,recebe-multibanco,Serviços Financeiros,Techfin,,https://produtos.totvs.com/produto/servicos-financeiros/recebe-multibanco/,Recebe + Multibanco|recebe multibanco,servicos-financeiros
Recebe + Programado,recebe-programado,Serviços Financeiros,Techfin,,https://produtos.totvs.com/produto/servicos-financeiros/recebe-programado/,Recebe + Programado|recebe programado,servicos-financeiros
Serviços Financeiros,servicos-financeiros,Serviços Financeiros,Techfin,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/servicos-financeiros/,Serviços Financeiros|servicos financeiros|Techfin|TOTVS Techfin,
TOTVS Antecipa,totvs-antecipa,Serviços Financeiros,Techfin,"O TOTVS Antecipa é um serviço financeiro de antecipação de recebíveis. Em uma única plataforma, você contrata e acessa os recebíveis possíveis de antecipação, faz a gestão de sua carteira antecipada e consulta informações de limite e taxa. Sua empresa vende mais, sem se preocupar com os recebíveis de longo prazo, e os recursos que já são seus se transformam em oportunidades de crescimento e investimento, sem contar com empréstimos para isso.",https://produtos.totvs.com/produto/servicos-financeiros/totvs-antecipa/,TOTVS Antecipa|Antecipa,servicos-financeiros
TOTVS Boleto Híbrido,totvs-boleto-hibrido,Serviços Financeiros,Techfin,,https://produtos.totvs.com/produto/servicos-financeiros/totvs-boleto-hibrido/,TOTVS Boleto Híbrido|Boleto Híbrido|totvs boleto hibrido,servicos-financeiros
